Cliente_Cod,Cliente_Status,Cliente_Idade,Cliente_Genero,Dependent_count,Cliente_Nivel_Educacao,Estado_Civil,Categoria_Cartao
712229283,Attrited Customer,48,F,4,Doctorate,Unknown,Blue
751422258,Existing Customer,45,F,4,Graduate,Married,Blue
715691808,Existing Customer,41,F,3,Uneducated,Divorced,Blue
794273283,Attrited Customer,51,M,3,Uneducated,Single,Blue
788838033,Attrited Customer,45,M,2,College,Single,Blue
712778658,Existing Customer,52,F,3,Graduate,Married,Blue
789580908,Existing Customer,44,F,3,High School,Single,Blue
778965183,Existing Customer,47,F,3,Uneducated,Divorced,Blue
714462558,Existing Customer,44,F,5,Unknown,Married,Blue
789013833,Attrited Customer,50,M,2,High School,Married,Silver
800869758,Existing Customer,49,M,3,Unknown,Married,Blue
807426033,Existing Customer,37,M,2,Unknown,Single,Blue
720091083,Existing Customer,43,M,4,Graduate,Married,Blue
711918033,Attrited Customer,37,F,3,Unknown,Married,Blue
709679658,Existing Customer,58,F,2,Graduate,Single,Blue
779296908,Existing Customer,46,F,3,Graduate,Single,Blue
720682308,Existing Customer,59,F,0,Uneducated,Single,Blue
714084483,Attrited Customer,49,F,3,Uneducated,Single,Blue
719495958,Attrited Customer,42,F,1,Unknown,Married,Blue
789775308,Existing Customer,54,F,2,Doctorate,Divorced,Blue
714726858,Attrited Customer,31,F,0,Post-Graduate,Divorced,Blue
709749483,Existing Customer,40,F,2,Graduate,Unknown,Blue
710926383,Existing Customer,32,F,2,Post-Graduate,Married,Blue
717172308,Attrited Customer,45,F,3,High School,Married,Blue
771795933,Attrited Customer,49,M,4,Unknown,Single,Blue
785024808,Existing Customer,53,F,1,High School,Single,Blue
710277183,Existing Customer,34,F,3,Uneducated,Single,Blue
714647808,Existing Customer,49,F,0,Graduate,Single,Blue
709857033,Existing Customer,60,F,1,College,Single,Blue
714283458,Existing Customer,40,M,2,College,Single,Blue
804829533,Attrited Customer,59,M,0,High School,Single,Blue
716702358,Existing Customer,44,F,2,Unknown,Married,Blue
720028683,Existing Customer,49,F,2,High School,Married,Blue
757044033,Existing Customer,44,M,2,Graduate,Unknown,Blue
719672283,Existing Customer,47,M,4,Graduate,Married,Silver
719054733,Existing Customer,52,F,0,Post-Graduate,Single,Blue
793336383,Existing Customer,47,F,1,High School,Married,Blue
795599883,Attrited Customer,57,F,2,Uneducated,Married,Blue
715650783,Existing Customer,41,M,2,High School,Married,Blue
711819708,Attrited Customer,33,F,3,Post-Graduate,Unknown,Blue
713041683,Attrited Customer,55,M,2,Graduate,Married,Blue
779544708,Existing Customer,50,M,2,Unknown,Married,Gold
712967508,Existing Customer,47,M,3,Doctorate,Unknown,Blue
710231433,Existing Customer,56,M,1,Uneducated,Unknown,Blue
817960533,Existing Customer,41,M,4,Unknown,Married,Blue
713431008,Existing Customer,46,F,5,High School,Married,Blue
709663608,Attrited Customer,43,F,1,Graduate,Married,Blue
754851783,Existing Customer,39,M,4,High School,Married,Blue
808743558,Existing Customer,42,F,3,High School,Married,Blue
778905033,Existing Customer,45,F,5,Graduate,Divorced,Blue
720844008,Existing Customer,54,F,4,Graduate,Single,Blue
714286383,Existing Customer,59,M,0,High School,Single,Blue
718767183,Existing Customer,45,F,4,Post-Graduate,Unknown,Blue
712707408,Existing Customer,43,F,2,Unknown,Married,Blue
789859833,Existing Customer,41,M,4,Doctorate,Unknown,Blue
812411058,Attrited Customer,49,F,0,Uneducated,Single,Blue
712311258,Existing Customer,48,F,3,Uneducated,Single,Blue
778397358,Attrited Customer,42,M,5,Unknown,Married,Blue
715340733,Existing Customer,39,M,1,High School,Unknown,Blue
797495958,Existing Customer,42,F,3,Unknown,Unknown,Blue
720384633,Existing Customer,48,M,3,Uneducated,Single,Blue
810868758,Existing Customer,39,M,3,Uneducated,Married,Blue
719105433,Existing Customer,48,F,3,College,Single,Blue
715609533,Attrited Customer,47,F,3,Unknown,Single,Blue
712160058,Attrited Customer,59,F,2,Uneducated,Married,Blue
779130108,Attrited Customer,33,F,0,Uneducated,Single,Blue
712335858,Existing Customer,48,F,4,Graduate,Married,Blue
789643383,Existing Customer,49,M,2,Uneducated,Married,Blue
717733158,Existing Customer,43,F,3,Doctorate,Married,Blue
713205108,Existing Customer,42,F,4,Graduate,Married,Blue
719749083,Existing Customer,63,M,0,Doctorate,Single,Blue
811762383,Existing Customer,42,F,2,Graduate,Married,Blue
708710283,Existing Customer,45,M,5,Doctorate,Married,Silver
708542283,Existing Customer,58,F,1,Doctorate,Married,Blue
720667383,Existing Customer,39,F,2,High School,Married,Blue
822952158,Existing Customer,53,F,2,Graduate,Married,Blue
716922633,Attrited Customer,38,M,2,Uneducated,Single,Blue
709081683,Existing Customer,65,M,1,High School,Single,Blue
710211783,Attrited Customer,38,F,4,Unknown,Married,Blue
720364158,Existing Customer,55,F,3,Graduate,Unknown,Blue
713064783,Existing Customer,60,F,1,Unknown,Unknown,Blue
709873683,Existing Customer,60,M,0,Doctorate,Unknown,Silver
758106108,Existing Customer,45,F,2,Uneducated,Single,Blue
711445233,Existing Customer,42,F,5,Uneducated,Single,Blue
778912683,Existing Customer,51,F,2,Graduate,Single,Blue
780496833,Attrited Customer,56,F,1,College,Single,Blue
720057183,Existing Customer,49,F,4,Doctorate,Single,Blue
789081408,Attrited Customer,44,F,4,Uneducated,Single,Blue
720634683,Attrited Customer,48,F,2,College,Married,Blue
808732458,Existing Customer,48,M,3,Unknown,Married,Blue
719947533,Existing Customer,46,F,2,Graduate,Married,Blue
715452408,Existing Customer,37,F,2,Graduate,Divorced,Blue
718103733,Existing Customer,41,F,4,Unknown,Married,Blue
788705358,Existing Customer,44,M,4,High School,Married,Blue
772105608,Existing Customer,48,F,4,Uneducated,Single,Blue
718396533,Existing Customer,47,M,3,College,Single,Blue
712949733,Existing Customer,46,M,5,High School,Single,Blue
772036233,Existing Customer,62,M,1,Graduate,Single,Blue
713285058,Existing Customer,46,F,3,Doctorate,Single,Blue
710289783,Attrited Customer,43,F,2,Uneducated,Divorced,Blue
780390108,Existing Customer,44,F,3,College,Married,Blue
720585183,Existing Customer,50,M,3,High School,Married,Blue
711831558,Existing Customer,49,M,4,College,Divorced,Blue
710854008,Existing Customer,48,M,3,Unknown,Unknown,Blue
717017808,Existing Customer,62,M,0,Uneducated,Single,Blue
823615983,Attrited Customer,54,M,2,Uneducated,Single,Blue
807587433,Attrited Customer,56,F,2,Doctorate,Married,Blue
709987683,Attrited Customer,46,F,4,Graduate,Married,Blue
714435408,Existing Customer,57,M,3,High School,Single,Blue
718994583,Existing Customer,48,F,2,College,Single,Blue
793616883,Existing Customer,39,F,5,Graduate,Single,Blue
779978283,Existing Customer,45,F,3,High School,Married,Blue
713370033,Attrited Customer,53,F,0,Graduate,Single,Blue
710482533,Existing Customer,26,M,0,Unknown,Married,Blue
778830933,Existing Customer,40,M,3,Graduate,Married,Blue
736145283,Existing Customer,43,M,2,College,Married,Blue
778718658,Existing Customer,33,F,2,High School,Divorced,Blue
719482008,Existing Customer,45,M,1,Uneducated,Single,Blue
715004808,Existing Customer,49,F,2,High School,Married,Blue
720014358,Existing Customer,38,F,1,Doctorate,Single,Blue
718208358,Existing Customer,43,M,5,Uneducated,Married,Blue
713380308,Existing Customer,42,F,4,Uneducated,Single,Blue
716477133,Existing Customer,42,F,4,Uneducated,Single,Blue
713949858,Attrited Customer,39,F,2,Doctorate,Married,Blue
827619933,Existing Customer,48,M,2,Uneducated,Single,Blue
779135808,Existing Customer,56,F,2,Doctorate,Single,Blue
719751483,Attrited Customer,39,F,2,Uneducated,Single,Blue
708219858,Existing Customer,39,M,2,Graduate,Single,Blue
779681433,Attrited Customer,48,F,3,Graduate,Married,Blue
720169383,Existing Customer,52,F,2,College,Married,Blue
718056033,Existing Customer,44,F,3,High School,Married,Blue
789226683,Existing Customer,44,M,1,Unknown,Married,Blue
822902508,Existing Customer,41,F,3,College,Single,Blue
780462183,Existing Customer,44,M,2,Unknown,Single,Blue
715502808,Existing Customer,42,M,3,High School,Married,Blue
788755158,Existing Customer,49,M,3,High School,Married,Blue
780038058,Attrited Customer,38,F,0,High School,Single,Blue
709536483,Attrited Customer,57,M,3,Graduate,Married,Blue
712563408,Attrited Customer,33,M,2,Uneducated,Single,Blue
771222558,Existing Customer,45,F,3,Graduate,Unknown,Blue
708145908,Existing Customer,61,F,0,Graduate,Married,Blue
717755058,Existing Customer,41,F,4,Doctorate,Single,Blue
789109983,Existing Customer,40,F,3,High School,Divorced,Blue
802600233,Existing Customer,51,F,2,Graduate,Single,Blue
720449208,Existing Customer,34,F,1,College,Married,Blue
719557983,Existing Customer,42,M,4,Uneducated,Married,Blue
766111383,Existing Customer,38,F,2,High School,Married,Blue
789367083,Existing Customer,41,F,2,Uneducated,Single,Blue
710538183,Existing Customer,53,F,3,Graduate,Divorced,Blue
708534033,Existing Customer,45,F,3,Graduate,Single,Blue
716739258,Existing Customer,43,F,4,Unknown,Single,Blue
788940558,Existing Customer,41,F,3,Graduate,Married,Blue
714722808,Existing Customer,50,M,1,College,Married,Blue
713249883,Existing Customer,51,F,2,Uneducated,Married,Blue
714207483,Existing Customer,47,M,3,Graduate,Married,Blue
720068808,Existing Customer,41,F,2,Graduate,Married,Blue
778601733,Attrited Customer,55,F,3,High School,Single,Blue
709779258,Existing Customer,53,F,3,Post-Graduate,Married,Blue
713696808,Attrited Customer,46,F,3,High School,Married,Blue
720044658,Attrited Customer,53,M,1,Post-Graduate,Single,Blue
716373483,Attrited Customer,48,F,5,Graduate,Married,Blue
714305508,Existing Customer,46,F,3,Uneducated,Married,Blue
712202433,Existing Customer,46,F,2,High School,Single,Blue
716600733,Attrited Customer,47,F,4,Unknown,Married,Blue
778372158,Existing Customer,49,F,5,High School,Married,Blue
714176133,Existing Customer,47,F,1,Uneducated,Single,Blue
708969633,Existing Customer,42,M,4,Uneducated,Unknown,Blue
715765758,Existing Customer,54,F,2,Uneducated,Single,Blue
803097333,Existing Customer,41,M,2,Graduate,Married,Blue
710411358,Attrited Customer,39,F,4,College,Married,Blue
715660308,Attrited Customer,54,F,3,College,Married,Blue
711866358,Existing Customer,42,F,3,High School,Single,Blue
710738883,Existing Customer,52,F,3,High School,Married,Blue
717822108,Existing Customer,60,F,0,Uneducated,Single,Blue
714407058,Existing Customer,40,M,3,Uneducated,Divorced,Blue
710744433,Existing Customer,48,F,1,Uneducated,Single,Blue
778959258,Attrited Customer,51,F,1,Unknown,Married,Blue
713320008,Existing Customer,48,M,3,Graduate,Single,Blue
766795983,Existing Customer,46,F,1,Unknown,Single,Blue
716256483,Existing Customer,50,F,2,Graduate,Single,Blue
712364283,Existing Customer,54,F,2,Doctorate,Married,Blue
714620358,Attrited Customer,37,F,2,Graduate,Divorced,Blue
709145958,Attrited Customer,43,F,3,Unknown,Married,Blue
709787733,Existing Customer,54,F,4,College,Single,Blue
809071083,Existing Customer,60,F,1,Graduate,Single,Blue
721165608,Existing Customer,51,M,2,Graduate,Married,Silver
716668308,Attrited Customer,39,F,4,High School,Single,Blue
708760458,Existing Customer,47,M,1,High School,Single,Blue
720333783,Existing Customer,51,F,2,Unknown,Married,Blue
789212883,Attrited Customer,30,F,1,Uneducated,Divorced,Blue
711341433,Existing Customer,34,F,2,Graduate,Single,Blue
720235608,Existing Customer,60,F,0,Graduate,Unknown,Blue
716890533,Existing Customer,49,F,2,Uneducated,Single,Blue
708491508,Existing Customer,51,M,2,Unknown,Single,Blue
718542858,Existing Customer,50,M,1,High School,Married,Blue
717750858,Existing Customer,32,F,2,Post-Graduate,Single,Blue
712450008,Attrited Customer,50,F,2,Post-Graduate,Married,Blue
827628408,Existing Customer,40,M,4,Graduate,Married,Blue
713492583,Attrited Customer,34,F,2,Graduate,Married,Blue
718054833,Existing Customer,50,M,2,Unknown,Single,Blue
788770908,Existing Customer,45,M,4,College,Married,Blue
710175783,Existing Customer,45,F,3,High School,Single,Blue
715429608,Existing Customer,45,F,3,College,Married,Blue
714058308,Attrited Customer,43,F,5,Uneducated,Single,Blue
717965808,Existing Customer,65,M,0,Unknown,Single,Blue
709265208,Existing Customer,47,F,4,Graduate,Single,Blue
713114133,Attrited Customer,42,F,2,Uneducated,Single,Blue
721349883,Existing Customer,51,F,4,Graduate,Single,Blue
758965158,Existing Customer,44,M,5,High School,Single,Blue
749722908,Existing Customer,43,M,2,Post-Graduate,Married,Blue
709495833,Attrited Customer,44,F,2,Graduate,Single,Blue
717575958,Attrited Customer,50,F,1,Post-Graduate,Married,Blue
714406158,Attrited Customer,53,F,3,High School,Divorced,Blue
767243208,Existing Customer,42,F,3,Graduate,Single,Blue
711515433,Existing Customer,55,F,2,Unknown,Single,Blue
720190908,Existing Customer,59,M,1,High School,Single,Blue
818814933,Existing Customer,58,F,1,Unknown,Single,Blue
719794383,Existing Customer,60,F,2,College,Married,Blue
709766808,Existing Customer,49,F,2,Uneducated,Married,Blue
709666908,Existing Customer,42,F,4,Graduate,Divorced,Blue
794653983,Existing Customer,44,F,3,Graduate,Married,Blue
716593533,Existing Customer,56,M,1,High School,Single,Blue
714113658,Existing Customer,52,M,2,Unknown,Single,Blue
708776658,Existing Customer,54,M,2,Unknown,Married,Blue
712225008,Existing Customer,55,M,2,Graduate,Married,Blue
787450758,Existing Customer,57,M,1,Unknown,Single,Blue
789099783,Existing Customer,43,F,2,Unknown,Married,Blue
711751533,Existing Customer,47,F,4,Graduate,Married,Blue
708367908,Existing Customer,56,F,1,Uneducated,Married,Blue
714951858,Existing Customer,44,F,2,Graduate,Married,Blue
720436008,Existing Customer,54,F,1,Doctorate,Unknown,Blue
718984533,Existing Customer,37,M,3,Graduate,Single,Blue
716982483,Existing Customer,49,F,2,Graduate,Married,Blue
708681708,Attrited Customer,51,F,2,Unknown,Single,Blue
720202008,Existing Customer,47,F,5,Unknown,Single,Blue
714483033,Existing Customer,45,F,5,Unknown,Married,Blue
711468708,Attrited Customer,38,F,4,High School,Single,Blue
821724483,Attrited Customer,48,M,4,Unknown,Single,Blue
716402508,Existing Customer,49,F,3,Graduate,Unknown,Blue
721189008,Existing Customer,41,M,4,Graduate,Married,Blue
712867983,Existing Customer,54,F,2,Uneducated,Single,Blue
713814408,Existing Customer,39,M,2,Uneducated,Single,Blue
716671983,Existing Customer,38,M,0,High School,Single,Blue
708252108,Existing Customer,64,M,0,College,Single,Blue
717212958,Existing Customer,55,M,2,Doctorate,Single,Blue
713048733,Existing Customer,50,M,2,Uneducated,Married,Blue
779841483,Attrited Customer,55,F,1,Doctorate,Married,Blue
710701233,Existing Customer,44,F,5,Graduate,Single,Blue
718837683,Existing Customer,55,M,2,High School,Single,Blue
718127958,Existing Customer,58,M,0,Graduate,Divorced,Blue
718685358,Existing Customer,51,F,2,Uneducated,Single,Blue
771559158,Existing Customer,58,M,3,Uneducated,Unknown,Blue
710138883,Attrited Customer,47,F,3,Graduate,Unknown,Blue
711197658,Existing Customer,53,F,1,Post-Graduate,Single,Blue
709045683,Existing Customer,42,F,3,Uneducated,Married,Blue
708272808,Existing Customer,45,M,5,Graduate,Single,Blue
720292983,Existing Customer,60,F,0,Graduate,Married,Blue
709112508,Attrited Customer,42,F,3,College,Single,Blue
712840608,Existing Customer,55,F,2,Uneducated,Married,Blue
788920308,Existing Customer,51,F,2,High School,Married,Blue
718160358,Attrited Customer,51,F,1,Graduate,Married,Blue
719325783,Attrited Customer,65,M,2,Unknown,Single,Blue
712885533,Existing Customer,50,M,4,Graduate,Married,Blue
719268333,Existing Customer,49,F,3,Uneducated,Married,Blue
721004133,Existing Customer,38,F,2,Graduate,Single,Blue
714103908,Existing Customer,54,F,3,Doctorate,Single,Blue
771502383,Existing Customer,54,F,1,High School,Married,Blue
713014533,Existing Customer,54,F,3,Unknown,Single,Blue
713980383,Attrited Customer,49,F,3,Graduate,Single,Blue
711294258,Existing Customer,43,F,1,Graduate,Single,Blue
719954733,Existing Customer,43,M,2,Graduate,Married,Blue
711561933,Existing Customer,57,F,1,Uneducated,Divorced,Blue
826077033,Attrited Customer,46,F,2,Unknown,Married,Blue
711555483,Existing Customer,43,F,3,High School,Unknown,Blue
715194183,Attrited Customer,53,F,2,Unknown,Single,Blue
716929233,Existing Customer,43,F,3,Post-Graduate,Single,Blue
709014558,Existing Customer,49,M,2,Uneducated,Married,Blue
710636208,Existing Customer,51,M,3,Uneducated,Married,Blue
815525508,Existing Customer,46,F,3,High School,Unknown,Blue
718746933,Existing Customer,56,F,3,High School,Married,Blue
715686183,Existing Customer,46,F,4,Graduate,Single,Blue
741778458,Existing Customer,54,F,2,Unknown,Single,Blue
801056358,Existing Customer,51,M,1,High School,Single,Blue
709486158,Existing Customer,33,F,3,Graduate,Married,Blue
713826183,Attrited Customer,41,M,3,High School,Unknown,Blue
803342358,Existing Customer,55,M,3,Graduate,Married,Blue
780292683,Attrited Customer,55,M,1,Uneducated,Single,Blue
788646858,Existing Customer,41,F,3,Graduate,Married,Blue
711116133,Attrited Customer,50,F,1,Uneducated,Single,Blue
708584208,Attrited Customer,36,F,2,Graduate,Unknown,Blue
789097833,Existing Customer,39,F,0,High School,Single,Blue
709443633,Existing Customer,38,F,1,Uneducated,Married,Blue
767280633,Existing Customer,46,F,2,Graduate,Unknown,Blue
713096583,Attrited Customer,40,F,1,High School,Single,Blue
721033908,Existing Customer,58,M,1,Uneducated,Single,Blue
756025233,Attrited Customer,43,F,4,Uneducated,Single,Blue
711977508,Attrited Customer,56,F,2,Uneducated,Single,Blue
772076208,Existing Customer,58,M,4,College,Single,Blue
710666583,Attrited Customer,29,F,1,Uneducated,Single,Blue
712369308,Attrited Customer,48,F,4,Doctorate,Divorced,Blue
794784633,Existing Customer,61,F,0,Uneducated,Single,Blue
716437533,Existing Customer,51,M,2,College,Single,Blue
715109508,Existing Customer,44,F,3,College,Married,Blue
795392433,Existing Customer,35,F,2,Uneducated,Single,Blue
712721358,Attrited Customer,48,F,3,Uneducated,Divorced,Blue
720118908,Existing Customer,26,M,0,Graduate,Married,Blue
799486158,Existing Customer,39,F,1,Graduate,Married,Blue
718980633,Existing Customer,38,M,2,College,Married,Blue
717336408,Attrited Customer,51,F,1,Doctorate,Single,Blue
709546608,Existing Customer,37,F,2,Uneducated,Married,Blue
823624158,Existing Customer,53,F,2,Doctorate,Single,Blue
771688983,Existing Customer,53,F,2,High School,Single,Blue
708701358,Existing Customer,39,F,2,Uneducated,Single,Blue
712048008,Existing Customer,56,F,4,High School,Single,Blue
710712783,Existing Customer,52,F,4,Unknown,Married,Blue
716626008,Existing Customer,51,F,2,Graduate,Divorced,Blue
718284408,Existing Customer,43,F,3,Unknown,Married,Blue
717414933,Existing Customer,51,F,1,High School,Single,Blue
713032233,Existing Customer,53,F,2,Graduate,Single,Blue
714234858,Existing Customer,54,F,3,High School,Married,Blue
714818058,Existing Customer,36,F,4,High School,Married,Blue
708731658,Attrited Customer,53,F,0,High School,Married,Blue
708706833,Attrited Customer,39,F,3,Uneducated,Divorced,Blue
780100533,Existing Customer,46,M,3,Graduate,Married,Blue
711712983,Existing Customer,56,M,2,Graduate,Single,Blue
712549758,Existing Customer,40,F,4,Graduate,Married,Blue
713348433,Existing Customer,42,F,3,High School,Single,Blue
820599333,Existing Customer,43,F,5,Graduate,Single,Blue
787261008,Existing Customer,43,M,1,Post-Graduate,Unknown,Blue
778343958,Existing Customer,47,F,3,Graduate,Married,Blue
788407833,Existing Customer,49,F,4,Graduate,Single,Blue
760807608,Existing Customer,48,F,4,Uneducated,Married,Blue
771108933,Existing Customer,47,F,4,Graduate,Married,Blue
715954158,Attrited Customer,48,M,3,Post-Graduate,Married,Blue
715499058,Attrited Customer,36,F,2,High School,Married,Blue
717995958,Existing Customer,47,F,3,Unknown,Married,Blue
718736883,Existing Customer,49,F,3,Uneducated,Single,Blue
721045608,Existing Customer,51,F,3,High School,Married,Blue
715215108,Existing Customer,54,F,2,Unknown,Married,Blue
795823383,Existing Customer,43,F,4,Graduate,Single,Blue
718338708,Existing Customer,49,F,1,Graduate,Married,Blue
713588958,Existing Customer,40,F,4,Unknown,Single,Blue
710120358,Existing Customer,40,M,3,Unknown,Married,Blue
809582058,Existing Customer,48,M,2,Unknown,Unknown,Blue
709199358,Attrited Customer,60,M,1,Uneducated,Married,Blue
821889858,Attrited Customer,50,F,1,Doctorate,Single,Blue
815324433,Existing Customer,46,F,4,High School,Married,Blue
793656633,Existing Customer,35,F,3,Uneducated,Married,Blue
713246208,Existing Customer,65,M,1,Unknown,Single,Blue
711493158,Existing Customer,52,M,3,Graduate,Single,Blue
721163133,Existing Customer,44,M,2,Graduate,Single,Blue
826417233,Existing Customer,35,F,4,College,Married,Blue
711619608,Existing Customer,45,M,3,Graduate,Married,Blue
712244733,Existing Customer,56,F,1,Unknown,Married,Blue
709638783,Existing Customer,50,F,1,High School,Married,Blue
720296808,Attrited Customer,52,F,3,Graduate,Married,Blue
718926258,Existing Customer,37,F,1,High School,Single,Blue
714706083,Existing Customer,44,M,2,College,Married,Blue
721473783,Existing Customer,35,F,3,Graduate,Married,Blue
712230408,Existing Customer,42,M,4,Uneducated,Married,Blue
716186883,Existing Customer,48,F,4,College,Married,Blue
715204083,Existing Customer,47,F,4,Doctorate,Single,Blue
709283358,Attrited Customer,43,F,4,Unknown,Married,Blue
817887408,Existing Customer,39,F,1,Uneducated,Single,Blue
789481233,Attrited Customer,39,M,2,High School,Married,Blue
718184883,Existing Customer,48,F,3,High School,Married,Blue
821157183,Existing Customer,42,F,5,Unknown,Married,Blue
709837308,Existing Customer,34,F,3,Graduate,Single,Blue
779491908,Existing Customer,47,F,4,Post-Graduate,Unknown,Blue
718399233,Existing Customer,43,F,4,College,Single,Blue
779447358,Existing Customer,50,F,2,Graduate,Married,Blue
710661333,Attrited Customer,55,F,2,Unknown,Single,Blue
789114408,Existing Customer,50,F,1,Post-Graduate,Single,Blue
710570058,Attrited Customer,44,F,1,Graduate,Single,Blue
712681608,Existing Customer,54,F,3,Uneducated,Single,Blue
709086933,Existing Customer,40,F,3,College,Single,Blue
709179708,Existing Customer,40,M,2,Graduate,Divorced,Blue
711206958,Existing Customer,41,F,3,High School,Divorced,Blue
823928058,Existing Customer,52,F,2,Uneducated,Married,Blue
796330983,Existing Customer,41,F,4,Graduate,Single,Blue
771284658,Attrited Customer,47,F,1,Unknown,Married,Blue
779307558,Existing Customer,53,F,1,College,Unknown,Blue
788846508,Existing Customer,48,F,4,Uneducated,Married,Blue
783500283,Existing Customer,62,M,0,Graduate,Unknown,Blue
802247658,Attrited Customer,59,M,2,Uneducated,Single,Blue
795573333,Existing Customer,41,M,3,High School,Married,Blue
721366308,Existing Customer,50,M,3,Unknown,Single,Blue
720377433,Existing Customer,38,F,3,Graduate,Married,Blue
711243108,Existing Customer,50,M,1,Doctorate,Married,Blue
789351783,Existing Customer,40,F,5,Graduate,Married,Blue
719699208,Existing Customer,39,F,4,Uneducated,Single,Blue
720774183,Existing Customer,40,F,1,High School,Divorced,Blue
713590158,Attrited Customer,41,M,4,Graduate,Single,Blue
715547058,Attrited Customer,35,F,0,Graduate,Married,Blue
815596608,Existing Customer,48,F,5,Uneducated,Married,Blue
718921683,Existing Customer,49,M,4,Unknown,Married,Blue
720031908,Existing Customer,55,M,2,Doctorate,Married,Blue
716716083,Existing Customer,58,M,3,Unknown,Single,Blue
819969933,Existing Customer,43,F,2,High School,Single,Blue
714382608,Existing Customer,35,F,2,Graduate,Married,Blue
720092283,Existing Customer,40,F,3,Graduate,Single,Blue
720531633,Attrited Customer,55,F,1,Graduate,Unknown,Blue
718508883,Attrited Customer,43,F,3,Unknown,Single,Blue
708794133,Existing Customer,46,F,4,High School,Unknown,Blue
713447583,Existing Customer,48,F,3,High School,Single,Blue
716107158,Attrited Customer,32,F,0,Graduate,Single,Blue
712713108,Existing Customer,61,F,0,Graduate,Married,Blue
719245083,Existing Customer,53,F,1,Uneducated,Single,Blue
708269583,Existing Customer,42,F,3,Uneducated,Divorced,Blue
720234708,Attrited Customer,45,M,2,High School,Single,Blue
709436883,Existing Customer,56,F,2,Uneducated,Single,Blue
714140133,Existing Customer,42,F,4,Graduate,Unknown,Blue
716136333,Attrited Customer,40,F,4,Uneducated,Single,Blue
715031433,Existing Customer,57,M,2,Graduate,Married,Blue
810667158,Existing Customer,40,M,2,High School,Divorced,Blue
715253433,Existing Customer,48,M,4,Unknown,Single,Blue
809937933,Existing Customer,42,F,3,Graduate,Married,Blue
708997833,Existing Customer,49,F,4,Doctorate,Single,Blue
718296558,Attrited Customer,44,F,4,Unknown,Married,Blue
780086658,Attrited Customer,43,M,4,Doctorate,Unknown,Blue
708754833,Existing Customer,48,F,3,Uneducated,Single,Blue
788638908,Existing Customer,43,F,2,Graduate,Divorced,Blue
715607958,Existing Customer,45,F,2,Graduate,Married,Blue
708515358,Existing Customer,40,F,1,High School,Married,Blue
716357058,Existing Customer,53,M,3,Uneducated,Single,Blue
714569958,Existing Customer,38,F,2,Unknown,Single,Blue
716822583,Existing Customer,39,F,2,High School,Single,Blue
721109358,Existing Customer,39,M,3,High School,Married,Blue
827635083,Existing Customer,59,F,0,Graduate,Unknown,Blue
715492983,Existing Customer,40,M,3,Post-Graduate,Married,Blue
712234308,Existing Customer,54,F,3,Graduate,Married,Blue
708334158,Existing Customer,46,F,3,Graduate,Divorced,Blue
812488608,Existing Customer,44,F,3,College,Unknown,Blue
793345008,Existing Customer,44,F,3,Uneducated,Single,Blue
715487733,Attrited Customer,44,F,4,Graduate,Married,Blue
788856408,Existing Customer,50,F,5,Uneducated,Married,Blue
708154833,Attrited Customer,39,F,2,Graduate,Single,Blue
721147383,Existing Customer,37,F,2,High School,Single,Blue
803973483,Existing Customer,49,F,3,Unknown,Single,Blue
788941983,Attrited Customer,36,F,3,Graduate,Single,Blue
715603233,Existing Customer,53,F,3,Uneducated,Married,Blue
709945458,Existing Customer,52,M,3,Uneducated,Single,Blue
714614133,Attrited Customer,53,F,3,Unknown,Married,Blue
768167358,Existing Customer,37,M,4,Doctorate,Single,Blue
737967708,Existing Customer,52,F,1,Unknown,Married,Blue
712920633,Existing Customer,49,F,2,Unknown,Married,Blue
780373233,Existing Customer,39,F,4,Unknown,Single,Blue
721384308,Existing Customer,39,F,1,Uneducated,Married,Blue
712242633,Existing Customer,42,F,2,Unknown,Single,Blue
713610933,Existing Customer,40,F,2,Uneducated,Married,Blue
714257958,Existing Customer,41,F,3,Doctorate,Single,Blue
772172883,Existing Customer,46,F,2,Uneducated,Unknown,Blue
720204558,Existing Customer,45,F,2,High School,Married,Blue
779635533,Existing Customer,38,F,3,Graduate,Single,Blue
804658833,Existing Customer,53,F,3,Unknown,Married,Blue
756691608,Existing Customer,37,F,3,Graduate,Married,Blue
806219808,Existing Customer,52,M,3,College,Unknown,Blue
826266483,Existing Customer,39,F,2,College,Single,Blue
775152708,Attrited Customer,49,M,3,Post-Graduate,Unknown,Blue
787596558,Existing Customer,50,M,1,Uneducated,Married,Blue
803205258,Existing Customer,51,F,3,Graduate,Single,Blue
716041908,Existing Customer,54,F,1,High School,Single,Blue
708837858,Existing Customer,44,F,4,Doctorate,Unknown,Blue
828227433,Existing Customer,50,M,2,High School,Single,Blue
714487458,Attrited Customer,49,F,5,Graduate,Divorced,Blue
711390333,Attrited Customer,59,M,0,Post-Graduate,Married,Blue
787974108,Attrited Customer,37,F,1,High School,Single,Blue
714036258,Existing Customer,47,F,3,Unknown,Single,Blue
788752833,Existing Customer,52,F,2,High School,Divorced,Blue
773108958,Existing Customer,55,F,2,Uneducated,Married,Blue
782437008,Existing Customer,41,F,3,College,Married,Blue
710729358,Attrited Customer,40,F,2,High School,Single,Blue
827423433,Existing Customer,41,F,4,Graduate,Divorced,Blue
756919683,Existing Customer,48,F,2,Unknown,Married,Blue
