Fatura_Cod,Produto,Quantidade,Preco_Unitario,Fatura_Total,Data,Cliente_Cod,Dist_Cod
4766309,ORGANIC TEA INFUSIONS,3,3.0,9.0,01/06/2024 15:25,773155533,1854-142950
8590776,WATER BOTTLE WITH FILTER,1,1.49,1.49,01/06/2024 15:30,715941633,3859-139426
3928831,MODERN WALL ART PRINT,1,4.2,4.2,01/06/2024 15:35,712887633,47085-245076
4334224,LUXURY BATH BOMB SET,3,335.8,1007.4,01/06/2024 15:40,754968033,15937-165747
7329888,ECO-FRIENDLY BAMBOO TOOTHBRUSH,2,0.75,1.5,01/06/2024 15:45,717331758,25921-242984
5315248,PORTABLE BLUETOOTH SPEAKER,1,17.99,17.99,01/06/2024 15:50,709361058,21529-211407
5790804,WATER BOTTLE WITH FILTER,1,1.49,1.49,01/06/2024 15:55,709243533,18675-189964
8960249,CLASSIC BLACK SUNGLASSES,2,3.71,7.42,01/06/2024 16:00,713314533,20609-192968
5231316,POWER BANK CHARGER,1,9.99,9.99,01/06/2024 16:05,715304958,15991-167327
1814482,EMERGENCY BLANKET,1,2.99,2.99,01/06/2024 16:10,708564858,8942-263704
9006694,ORGANIC HONEY,3,1.49,4.47,01/06/2024 16:15,713916708,19030-193844
2384416,TRAVEL BACKPACK,1,11.99,11.99,01/06/2024 16:20,824761458,23303-226085
7339639,SUNSCREEN SPF 50,2,1.99,3.98,01/06/2024 16:25,721397808,7393-1367
7205004,ORGANIC HONEY,2,1.49,2.98,01/06/2024 16:30,715140933,9956-99199
5818630,LUXURY BATH BOMB SET,2,335.8,671.6,01/06/2024 16:35,757053408,76129-88986
3952770,SUNSCREEN SPF 50,1,1.99,1.99,01/06/2024 16:40,713013483,23933-230644
3978131,HIGH QUALITY COFFEE BEANS,3,1.79,5.37,01/06/2024 16:45,719294433,19816-200045
9329163,MODERN WALL ART PRINT,1,4.2,4.2,01/06/2024 16:50,780292683,29136-252013
7472587,HANDMADE CERAMIC MUG,2,3.3,6.6,01/06/2024 16:55,779956608,26749-101217
6168852,GIN TONIC ABSOLUT,3,2.43,7.29,01/06/2024 17:00,715047333,2327-1755
6700707,HIGH QUALITY COFFEE BEANS,2,1.79,3.58,01/06/2024 17:05,772706283,14629-128224
7462383,AROMATHERAPY DIFFUSER,2,3.49,6.98,01/06/2024 17:10,710043408,25764-242369
3042804,PINK FLAMINGO BEACH TOWEL,1,3.69,3.69,01/06/2024 17:15,809360883,12471-154184
5924529,CHESS SET,2,27.99,55.98,01/06/2024 17:20,793395933,4319-1832
3201383,VEGAN BURGERS,3,3.49,10.47,01/06/2024 17:25,719627133,2491-25507
4612293,WATER BOTTLE WITH FILTER,3,1.49,4.47,01/06/2024 17:30,709804533,33718-28447
3975709,LUXURY CANDLE SET,3,4.99,14.97,01/06/2024 17:35,779263533,19775-193145
3321384,LUXURY CANDLE SET,3,4.99,14.97,01/06/2024 17:40,718103733,76817-110964
1346402,AROMATHERAPY DIFFUSER,1,3.49,3.49,01/06/2024 17:45,719630358,2691-81980
8217306,RAINBOW UNICORN T-SHIRT,2,3.12,6.24,01/06/2024 17:50,710624658,2866-25929
5206432,WATERPROOF PHONE CASE,3,0.85,2.55,01/06/2024 17:55,769985883,74835-100102
8794323,DIGITAL DRAWING TABLET,2,8.99,17.98,01/06/2024 18:00,714519408,16809-166730
8577443,BOARD GAMES COLLECTION,2,9.99,19.98,01/06/2024 18:05,802884933,74386-92938
6087029,AROMATHERAPY DIFFUSER,3,3.49,10.47,01/06/2024 18:10,771099183,21266-199788
6107749,VELVET CUSHION COVER,2,9.45,18.9,01/06/2024 18:15,714365883,9509-96446
5847742,FROZEN YOGURT,3,1.99,5.97,01/06/2024 18:20,719952408,33368-60760
4267908,GIN TONIC ABSOLUT,3,2.43,7.29,01/06/2024 18:25,720313083,13822-108298
2332752,WATER BOTTLE WITH FILTER,3,1.49,4.47,01/06/2024 18:30,711993258,34467-91324
2403271,REUSABLE GROCERY BAGS,1,1.99,1.99,01/06/2024 18:35,709614333,21601-213404
1695785,AROMATHERAPY DIFFUSER,1,3.49,3.49,01/06/2024 18:40,780612558,9459-94139
4675727,WATERPROOF PHONE CASE,2,0.85,1.7,01/06/2024 18:45,708864708,79551-101012
6540316,FROZEN YOGURT,3,1.99,5.97,01/06/2024 18:50,709329558,8922-95305
6259843,LUXURY CANDLE SET,3,4.99,14.97,01/06/2024 18:55,799242033,25285-240413
9721541,WATER BOTTLE WITH FILTER,2,1.49,2.98,01/06/2024 19:00,771359958,21929-213125
2156117,FRESHLY BAKED BREAD,2,1.49,2.98,01/06/2024 19:05,780006783,4095-108287
1634830,HIGH QUALITY COFFEE BEANS,2,1.79,3.58,01/06/2024 19:10,718090233,75832-99834
3693204,CHESS SET,3,27.99,83.97,01/06/2024 19:15,717874533,10419-100474
4031098,AROMATHERAPY DIFFUSER,2,3.49,6.98,01/06/2024 19:20,718846008,47256-237773
6413665,VELVET CUSHION COVER,3,9.45,28.35,01/06/2024 19:25,786509358,49575-269344
5115257,CHOCOLATE CAKE,3,2.99,8.97,01/06/2024 19:30,826261008,27574-247849
4779523,WATERPROOF PHONE CASE,2,0.85,1.7,01/06/2024 19:35,710914158,5195-148247
7042608,VINTAGE STYLE WALL CLOCK,3,5.99,17.97,01/06/2024 19:40,717384183,48905-250893
2793538,EMERGENCY BLANKET,3,2.99,8.97,01/06/2024 19:45,717370533,25343-240593
5928080,CHOCOLATE CHIP COOKIES,2,10.77,21.54,01/06/2024 19:50,713920158,74853-100964
4719797,SPICED TEA MIX,1,0.99,0.99,01/06/2024 19:55,713803158,5110-143885
5258442,WATER BOTTLE WITH FILTER,1,1.49,1.49,01/06/2024 20:00,715033533,16638-173889
3868049,FRUIT SALAD,3,1.29,3.87,01/06/2024 20:05,719894433,22215-218747
2852453,LUXURY BATH BOMB SET,1,335.8,335.8,01/06/2024 20:10,715842183,11299-104133
4888492,CLASSIC BLACK SUNGLASSES,2,3.71,7.42,01/06/2024 20:15,721491258,12644-102516
9594434,FOLDABLE SHOPPING BAG,1,0.99,0.99,01/06/2024 20:20,712268808,18985-190184
9201822,CHESS SET,2,27.99,55.98,01/06/2024 20:25,789337233,33142-71801
3074836,REUSABLE GROCERY BAGS,1,1.99,1.99,01/06/2024 20:30,720563058,34489-95509
5337805,PERSONALIZED NOTEBOOK,1,1.89,1.89,01/06/2024 20:35,771816408,21826-215465
8081567,CHESS SET,3,27.99,83.97,01/06/2024 20:40,708083283,7673-15896
8220387,MINIATURE TERRARIUM,1,2.79,2.79,01/06/2024 20:45,710312658,78052-108426
9006398,FOLDABLE SHOPPING BAG,3,0.99,2.97,01/06/2024 20:50,713571258,11895-105173
3153665,REUSABLE GROCERY BAGS,2,1.99,3.98,01/06/2024 20:55,719168883,30464-86760
8596575,SUNSCREEN SPF 50,2,1.99,3.98,01/06/2024 21:00,713837058,14970-156624
6395560,FOLDABLE SHOPPING BAG,2,0.99,1.98,01/06/2024 21:05,806824908,10673-100271
7668767,PERSONALIZED NOTEBOOK,1,1.89,1.89,01/06/2024 21:10,718473558,9142-152273
7081038,POWER BANK CHARGER,1,9.99,9.99,01/06/2024 21:15,713722608,18412-190745
4529244,HANDMADE SOAP BAR,3,2.49,7.47,01/06/2024 21:20,709108533,16990-166425
6913902,ORGANIC HONEY,1,1.49,1.49,01/06/2024 21:25,814829583,21753-214764
9582570,DIY CANDLE MAKING KIT,2,5.2,10.4,01/06/2024 21:30,826467333,5653-2444
9872207,PINK FLAMINGO BEACH TOWEL,1,3.69,3.69,01/06/2024 21:35,709961958,28575-249756
3391216,SHORT NIKE M,2,2.0,4.0,01/06/2024 21:40,785038908,32202-107597
6163074,VELVET CUSHION COVER,1,9.45,9.45,01/06/2024 21:45,715390608,75491-113947
4325729,FROZEN YOGURT,2,1.99,3.98,01/06/2024 21:50,786566733,48844-265524
9378232,HANDMADE CERAMIC MUG,1,3.3,3.3,01/06/2024 21:55,827695683,47923-256949
4947674,VEGAN BURGERS,3,3.49,10.47,01/06/2024 22:00,710780883,29451-253088
8362522,FRESHLY BAKED BREAD,1,1.49,1.49,01/06/2024 22:05,720753183,74558-76064
7977766,MINIATURE TERRARIUM,2,2.79,5.58,01/06/2024 22:10,718021608,8044-151046
8731680,CLASSIC BLACK SUNGLASSES,3,3.71,11.13,01/06/2024 22:15,780108408,18018-180146
2994964,SUSHI MAKING KIT,2,6.99,13.98,01/06/2024 22:20,715567608,2724-82722
7869386,LUXURY CANDLE SET,2,4.99,9.98,01/06/2024 22:25,719659758,7086-148424
7896360,BOARD GAMES COLLECTION,1,9.99,9.99,01/06/2024 22:30,710226708,16319-165208
6042356,MODERN WALL ART PRINT,3,4.2,12.6,01/06/2024 22:35,720105933,15887-165985
8712878,CHOCOLATE CAKE,1,2.99,2.99,01/06/2024 22:40,711146358,47859-260068
4488701,GIN TONIC ABSOLUT,1,2.43,2.43,01/06/2024 22:45,779270883,74526-57179
9724708,PINK FLAMINGO BEACH TOWEL,2,3.69,7.38,01/06/2024 22:50,774491958,885-1789
7652870,REUSABLE GROCERY BAGS,3,1.99,5.97,01/06/2024 22:55,717255333,7197-150406
3719697,AROMATHERAPY DIFFUSER,1,3.49,3.49,01/06/2024 23:00,713456583,40408-81681
6729548,CHOCOLATE CAKE,1,2.99,2.99,01/06/2024 23:05,708171858,4495-93179
4500416,SPICED TEA MIX,3,0.99,2.97,01/06/2024 23:10,721086483,73695-106017
2408236,FROZEN YOGURT,3,1.99,5.97,01/06/2024 23:15,719379858,32683-138156
1506426,SPICED TEA MIX,1,0.99,0.99,01/06/2024 23:20,814513008,8641-93571
7430034,CLASSIC BLACK SUNGLASSES,3,3.71,11.13,01/06/2024 23:25,789271533,19092-198765
5971603,INSTANT CAMERA FILM,2,0.99,1.98,01/06/2024 23:30,713734758,23761-166164
7722619,FRUIT SALAD,3,1.29,3.87,01/06/2024 23:35,711708408,74559-81024
9396722,FROZEN YOGURT,1,1.99,1.99,01/06/2024 23:40,709100283,29929-255864
9394553,TRAVEL ADAPTERS SET,1,2.2,2.2,01/06/2024 23:45,720470133,16914-176926
4984733,DIY CANDLE MAKING KIT,2,5.2,10.4,01/06/2024 23:50,717975333,7196-145352
3096549,FROZEN YOGURT,1,1.99,1.99,01/06/2024 23:55,714418983,76715-97107
7642356,CHESS SET,2,27.99,55.98,02/06/2024 00:00,709086933,23641-219584
3569938,HIGH QUALITY COFFEE BEANS,1,1.79,1.79,02/06/2024 00:05,716404383,74772-99121
8477224,SHORT NIKE M,3,2.0,6.0,02/06/2024 00:10,708103608,74636-93370
6933872,FRESHLY BAKED BREAD,1,1.49,1.49,02/06/2024 00:15,717299958,74483-96466
8167421,VEGAN BURGERS,1,3.49,3.49,02/06/2024 00:20,752952108,23759-232344
5079743,MODERN WALL ART PRINT,1,4.2,4.2,02/06/2024 00:25,713926308,579-301
5472707,SMART WATCH FITNESS TRACKER,2,32.99,65.98,02/06/2024 00:30,788474658,30102-18582
4939463,MODERN WALL ART PRINT,3,4.2,12.6,02/06/2024 00:35,716002458,76521-99292
9686085,HIGH QUALITY COFFEE BEANS,2,1.79,3.58,02/06/2024 00:40,813499458,4930-106303
8007232,SHORT NIKE M,3,2.0,6.0,02/06/2024 00:45,714983283,23002-223746
9985835,TRAVEL ADAPTERS SET,3,2.2,6.6,02/06/2024 00:50,789777408,5236-431
9329495,PORTABLE BLUETOOTH SPEAKER,3,17.99,53.97,02/06/2024 00:55,788699808,4582-96129
6345382,RAINBOW UNICORN T-SHIRT,1,3.12,3.12,02/06/2024 01:00,708404883,19572-200494
3053681,DIY KITS FOR BEGINNERS,2,4.5,9.0,02/06/2024 01:05,711210633,15362-158944
1816473,FRESHLY BAKED BREAD,2,1.49,2.98,02/06/2024 01:10,709718058,34295-187044
9818726,CHOCOLATE CHIP COOKIES,3,10.77,32.31,02/06/2024 01:15,714360033,8129-95441
4650039,VEGAN BURGERS,3,3.49,10.47,02/06/2024 01:20,712363158,47198-257206
3537716,FROZEN YOGURT,2,1.99,3.98,02/06/2024 01:25,716284308,9570-96614
6053724,WATERPROOF PHONE CASE,1,0.85,0.85,02/06/2024 01:30,713188383,8121-94805
8099458,GIN TONIC ABSOLUT,2,2.43,4.86,02/06/2024 01:35,717579258,9697-97188
8550602,MINIATURE TERRARIUM,3,2.79,8.37,02/06/2024 01:40,713943783,17018-166364
3014324,WIRELESS EARBUDS,3,32.49,97.47,02/06/2024 01:45,820848408,79585-104972
7912972,PERSONALIZED NOTEBOOK,2,1.89,3.78,02/06/2024 01:50,789733008,6942-89800
4810968,WATERPROOF PHONE CASE,1,0.85,0.85,02/06/2024 01:55,815520333,28273-249442
3718012,SPICED TEA MIX,3,0.99,2.97,02/06/2024 02:00,714771708,1834-139044
1942060,MODERN WALL ART PRINT,3,4.2,12.6,02/06/2024 02:05,709948233,1365-236605
3930493,HANDMADE SOAP BAR,1,2.49,2.49,02/06/2024 02:10,810545733,10375-99782
4329093,PERSONALIZED NOTEBOOK,1,1.89,1.89,02/06/2024 02:15,718349058,49643-269865
1341788,ORGANIC HONEY,1,1.49,1.49,02/06/2024 02:20,718768158,31803-118606
4203743,DIY CANDLE MAKING KIT,2,5.2,10.4,02/06/2024 02:25,779218233,19149-193825
7488285,GIN TONIC ABSOLUT,2,2.43,4.86,02/06/2024 02:30,769574883,26237-244106
8501129,SPICED TEA MIX,1,0.99,0.99,02/06/2024 02:35,721163133,1388-139364
4604902,FROZEN YOGURT,3,1.99,5.97,02/06/2024 02:40,710405808,25374-232144
1332574,FRUIT SALAD,1,1.29,1.29,02/06/2024 02:45,822959133,20657-207245
7868222,MODERN WALL ART PRINT,3,4.2,12.6,02/06/2024 02:50,799723908,5038-106600
6605981,FOLDABLE SHOPPING BAG,3,0.99,2.97,02/06/2024 02:55,720695583,4596-97669
9610494,FIRST AID KIT,3,3.99,11.97,02/06/2024 03:00,780670083,19811-116532
6154589,WIRELESS EARBUDS,2,32.49,64.98,02/06/2024 03:05,710947683,28794-251126
9445231,AROMATHERAPY DIFFUSER,1,3.49,3.49,02/06/2024 03:10,737982408,21563-211784
1860070,ORGANIC TEA INFUSIONS,2,3.0,6.0,02/06/2024 03:15,810271083,7763-61439
3667668,HANDMADE SOAP BAR,3,2.49,7.47,02/06/2024 03:20,711364233,4809-103829
3159364,INSTANT CAMERA FILM,1,0.99,0.99,02/06/2024 03:25,712916958,16823-170424
6452182,SMART WATCH FITNESS TRACKER,2,32.99,65.98,02/06/2024 03:30,778224858,40206-77760
1208777,SPICED TEA MIX,2,0.99,1.98,02/06/2024 03:35,718127958,16682-173849
1688644,MINIATURE TERRARIUM,3,2.79,8.37,02/06/2024 03:40,716436483,9344-96327
1938385,SHORT NIKE M,3,2.0,6.0,02/06/2024 03:45,771028533,79737-104055
9394951,EMERGENCY BLANKET,3,2.99,8.97,02/06/2024 03:50,794579658,28773-251186
8142986,SUNSCREEN SPF 50,3,1.99,5.97,02/06/2024 03:55,719568333,72222-28747
7182516,CHOCOLATE CAKE,3,2.99,8.97,02/06/2024 04:00,717429258,3267-1860
6845671,LUXURY CANDLE SET,2,4.99,9.98,02/06/2024 04:05,780865308,26228-243927
7625130,BLUE COAT RACK PARIS FASHION,1,22.29,22.29,02/06/2024 04:10,769189083,17067-172004
8989669,FOLDABLE SHOPPING BAG,3,0.99,2.97,02/06/2024 04:15,787587033,79458-93202
9671760,DIGITAL DRAWING TABLET,1,8.99,8.99,02/06/2024 04:20,711302883,25864-242531
6696565,WATERPROOF PHONE CASE,3,0.85,2.55,02/06/2024 04:25,710744433,22400-220865
5861324,HANDMADE CERAMIC MUG,3,3.3,9.9,02/06/2024 04:30,714499908,16613-173546
2573387,POWER BANK CHARGER,1,9.99,9.99,02/06/2024 04:35,715298808,76606-101463
5110040,FIRST AID KIT,2,3.99,7.98,02/06/2024 04:40,716475183,15982-167229
7668265,WIRELESS EARBUDS,1,32.49,32.49,02/06/2024 04:45,803355408,9196-152624
4209491,CHOCOLATE CAKE,2,2.99,5.98,02/06/2024 04:50,708331758,27330-247250
7408555,LUXURY BATH BOMB SET,2,335.8,671.6,02/06/2024 04:55,799731033,31046-99299
1024348,DIY KITS FOR BEGINNERS,3,4.5,13.5,02/06/2024 05:00,710978058,25164-238070
6023564,CHESS SET,2,27.99,55.98,02/06/2024 05:05,802600233,8396-28812
9190814,VINTAGE STYLE WALL CLOCK,2,5.99,11.98,02/06/2024 05:10,793059108,74977-101965
2422288,EMERGENCY BLANKET,2,2.99,5.98,02/06/2024 05:15,711377808,20334-204768
7527577,AROMATHERAPY DIFFUSER,3,3.49,10.47,02/06/2024 05:20,720474408,12594-98117
4749809,AROMATHERAPY DIFFUSER,1,3.49,3.49,02/06/2024 05:25,709912683,6871-85343
2349980,REUSABLE GROCERY BAGS,3,1.99,5.97,02/06/2024 05:30,789953733,47349-257468
3192026,SMART WATCH FITNESS TRACKER,2,32.99,65.98,02/06/2024 05:35,711728208,7621-25449
5747634,HEADPHONES WITH NOISE CANCELLATION,1,25.99,25.99,02/06/2024 05:40,716636808,25775-223789
6434912,LUXURY CANDLE SET,3,4.99,14.97,02/06/2024 05:45,779187783,16853-176086
9129689,CLASSIC BLACK SUNGLASSES,3,3.71,11.13,02/06/2024 05:50,771693933,18414-190747
7762280,FIRST AID KIT,1,3.99,3.99,02/06/2024 05:55,751350558,24414-237889
5469862,LUXURY CANDLE SET,3,4.99,14.97,02/06/2024 06:00,716219808,79247-97620
8054285,VINTAGE STYLE WALL CLOCK,3,5.99,17.97,02/06/2024 06:05,771183933,7991-94494
4581794,INSTANT CAMERA FILM,1,0.99,0.99,02/06/2024 06:10,801369258,22712-222687
2804336,SHORT NIKE M,2,2.0,4.0,02/06/2024 06:15,717819633,28282-92405
7164565,CHESS SET,2,27.99,55.98,02/06/2024 06:20,794571108,28172-249826
7993410,LUXURY CANDLE SET,3,4.99,14.97,02/06/2024 06:25,714148758,11965-105196
8313733,SUNSCREEN SPF 50,1,1.99,1.99,02/06/2024 06:30,780747033,10297-96582
9596919,WATERPROOF PHONE CASE,3,0.85,2.55,02/06/2024 06:35,793656633,10991-101243
8275524,VEGAN BURGERS,3,3.49,10.47,02/06/2024 06:40,714010383,3892-138433
5279857,SPACEBOY LUNCH BOX,2,1.0,2.0,02/06/2024 06:45,710141208,16208-153668
3771103,LUXURY BATH BOMB SET,2,335.8,671.6,02/06/2024 06:50,779491908,40968-106894
3551087,SHORT NIKE M,1,2.0,2.0,02/06/2024 06:55,716655858,79670-104111
6917640,AROMATHERAPY DIFFUSER,2,3.49,6.98,02/06/2024 07:00,714053358,35609-81420
9470976,SPACEBOY LUNCH BOX,1,1.0,1.0,02/06/2024 07:05,715210308,29470-253988
7107294,PORTABLE BLUETOOTH SPEAKER,2,17.99,35.98,02/06/2024 07:10,716705433,75828-94910
9905065,FOLDABLE SHOPPING BAG,3,0.99,2.97,02/06/2024 07:15,715807383,18140-216665
5978632,SPACEBOY LUNCH BOX,1,1.0,1.0,02/06/2024 07:20,718152333,14270-113849
5771152,TRAVEL BACKPACK,1,11.99,11.99,02/06/2024 07:25,819606258,74676-73684
1207897,SUSHI MAKING KIT,2,6.99,13.98,02/06/2024 07:30,797232183,76353-97000
7226722,SMART WATCH FITNESS TRACKER,3,32.99,98.97,02/06/2024 07:35,785106933,30588-96623
2733050,WATER BOTTLE WITH FILTER,1,1.49,1.49,02/06/2024 07:40,713924283,74816-73618
4378258,REUSABLE GROCERY BAGS,2,1.99,3.98,02/06/2024 07:45,708112008,30048-11601
9355172,HIGH QUALITY COFFEE BEANS,3,1.79,5.37,02/06/2024 07:50,708229308,28438-249799
8610881,WIRELESS EARBUDS,3,32.49,97.47,02/06/2024 07:55,719863758,16889-165207
5229410,EMERGENCY BLANKET,2,2.99,5.98,02/06/2024 08:00,718274283,12196-33039
2921109,MINIATURE TERRARIUM,2,2.79,5.58,02/06/2024 08:05,806992533,32286-129644
6875093,ORGANIC TEA INFUSIONS,1,3.0,3.0,02/06/2024 08:10,709493283,7156-150806
7843208,INSTANT CAMERA FILM,1,0.99,0.99,02/06/2024 08:15,713285058,28685-250882
7107993,VEGAN BURGERS,2,3.49,6.98,02/06/2024 08:20,778857108,72819-85365
4638895,HANDMADE CERAMIC MUG,2,3.3,6.6,02/06/2024 08:25,710873583,21027-54619
3867413,VEGAN BURGERS,3,3.49,10.47,02/06/2024 08:30,772837083,11982-103766
5642604,TRAVEL BACKPACK,1,11.99,11.99,02/06/2024 08:35,821759658,23854-232084
5733962,HANDMADE SOAP BAR,3,2.49,7.47,02/06/2024 08:40,718579833,28158-249345
3214288,LUXURY CANDLE SET,2,4.99,9.98,02/06/2024 08:45,709701558,6444-44139
9732360,CHOCOLATE CAKE,1,2.99,2.99,02/06/2024 08:50,788610258,13504-104466
7807213,WATERPROOF PHONE CASE,3,0.85,2.55,02/06/2024 08:55,719804208,27566-247184
5642516,CHOCOLATE CAKE,1,2.99,2.99,02/06/2024 09:00,711167808,17275-180405
9402363,CHOCOLATE CAKE,2,2.99,5.98,02/06/2024 09:05,713014533,30845-102762
3830079,PORTABLE BLUETOOTH SPEAKER,3,17.99,53.97,02/06/2024 09:10,710090958,22442-221224
2264525,FOLDABLE SHOPPING BAG,3,0.99,2.97,02/06/2024 09:15,711741708,798-239724
6594708,PERSONALIZED NOTEBOOK,2,1.89,3.78,02/06/2024 09:20,788610258,16280-166728
9120275,PIZZA SLICES,3,3.99,11.97,02/06/2024 09:25,718460958,76299-95372
7345263,WATERPROOF PHONE CASE,1,0.85,0.85,02/06/2024 09:30,721258158,79415-103736
1604323,RAINBOW UNICORN T-SHIRT,2,3.12,6.24,02/06/2024 09:35,709560258,5422-1009
1579145,ORGANIC HONEY,1,1.49,1.49,02/06/2024 09:40,779499933,18785-191885
4486370,MINIATURE TERRARIUM,3,2.79,8.37,02/06/2024 09:45,715052583,31252-106788
4651761,EMERGENCY BLANKET,2,2.99,5.98,02/06/2024 09:50,716333283,2562-39140
4193252,SPACEBOY LUNCH BOX,1,1.0,1.0,02/06/2024 09:55,710713608,8260-140210
4131089,RAINBOW UNICORN T-SHIRT,1,3.12,3.12,02/06/2024 10:00,779667408,18340-189865
6318758,SHORT NIKE M,3,2.0,6.0,02/06/2024 10:05,812019933,17445-182011
9522543,CHOCOLATE CAKE,2,2.99,5.98,02/06/2024 10:10,719471433,23365-229724
5700898,HEADPHONES WITH NOISE CANCELLATION,1,25.99,25.99,02/06/2024 10:15,712713108,13942-107984
5198475,FRESHLY BAKED BREAD,3,1.49,4.47,02/06/2024 10:20,711493158,9776-244447
7981782,PORTABLE BLUETOOTH SPEAKER,1,17.99,17.99,02/06/2024 10:25,719756133,32444-132545
1190352,HANDMADE SOAP BAR,1,2.49,2.49,02/06/2024 10:30,741116058,79488-100521
9830889,FIRST AID KIT,2,3.99,7.98,02/06/2024 10:35,789267633,26233-243705
2715078,WIRELESS EARBUDS,2,32.49,64.98,02/06/2024 10:40,708707808,13129-154888
8592879,SUNSCREEN SPF 50,3,1.99,5.97,02/06/2024 10:45,717898758,26059-243408
7283260,REUSABLE GROCERY BAGS,2,1.99,3.98,02/06/2024 10:50,715524708,19878-113788
6403064,ORGANIC HONEY,3,1.49,4.47,02/06/2024 10:55,715488483,29943-252604
1395441,VINTAGE STYLE WALL CLOCK,1,5.99,5.99,02/06/2024 11:00,718199133,24044-235348
2183176,SUNSCREEN SPF 50,2,1.99,3.98,02/06/2024 11:05,772189308,30569-95840
8879590,DIY CANDLE MAKING KIT,1,5.2,5.2,02/06/2024 11:10,720352533,24404-237826
6338436,VINTAGE STYLE WALL CLOCK,2,5.99,11.98,02/06/2024 11:15,771844458,454-723
1518930,FIRST AID KIT,3,3.99,11.97,02/06/2024 11:20,714643983,23224-228831
6151301,AROMATHERAPY DIFFUSER,2,3.49,6.98,02/06/2024 11:25,711669258,72742-67560
7289932,CHESS SET,3,27.99,83.97,02/06/2024 11:30,823922208,7272-763
2834649,HEADPHONES WITH NOISE CANCELLATION,2,25.99,51.98,02/06/2024 11:35,718225683,33247-71165
1927608,TRAVEL ADAPTERS SET,1,2.2,2.2,02/06/2024 11:40,770901258,19725-202045
5559909,LUXURY CANDLE SET,2,4.99,9.98,02/06/2024 11:45,710760258,75578-51201
9873895,PINK FLAMINGO BEACH TOWEL,3,3.69,11.07,02/06/2024 11:50,714244383,2292-196087
2348000,ORGANIC TEA INFUSIONS,3,3.0,9.0,02/06/2024 11:55,709541433,29392-253445
5496851,HANDMADE SOAP BAR,3,2.49,7.47,02/06/2024 12:00,719596908,534-479
9009843,TRAVEL BACKPACK,3,11.99,35.97,02/06/2024 12:05,778191933,25351-240645
8107810,AROMATHERAPY DIFFUSER,3,3.49,10.47,02/06/2024 12:10,793379058,15038-156345
6735393,PORTABLE BLUETOOTH SPEAKER,3,17.99,53.97,02/06/2024 12:15,708099183,24092-234969
4188420,TRAVEL BACKPACK,3,11.99,35.97,02/06/2024 12:20,713036208,2765-92704
7678447,FRESHLY BAKED BREAD,1,1.49,1.49,02/06/2024 12:25,720914358,18424-190948
9930780,EMERGENCY BLANKET,2,2.99,5.98,02/06/2024 12:30,708331758,32362-136171
5126167,CLASSIC BLACK SUNGLASSES,2,3.71,7.42,02/06/2024 12:35,712572858,74386-92938
6175063,DIY KITS FOR BEGINNERS,2,4.5,9.0,02/06/2024 12:40,770766633,34475-93160
3409535,DIY CANDLE MAKING KIT,3,5.2,15.6,02/06/2024 12:45,718577958,757-598
8570211,VEGAN BURGERS,2,3.49,6.98,02/06/2024 12:50,771292233,24981-239420
7283531,CHESS SET,1,27.99,27.99,02/06/2024 12:55,720251358,49686-270795
4535946,FROZEN YOGURT,2,1.99,3.98,02/06/2024 13:00,718201383,4558-95730
5572036,CHESS SET,2,27.99,55.98,02/06/2024 13:05,709406733,9179-152313
8725882,FRESHLY BAKED BREAD,1,1.49,1.49,02/06/2024 13:10,718037433,25355-72805
5996917,ECO-FRIENDLY BAMBOO TOOTHBRUSH,3,0.75,2.25,02/06/2024 13:15,719659758,5932-36159
4360369,VEGAN BURGERS,1,3.49,3.49,02/06/2024 13:20,710856558,34437-73441
2560065,MINIATURE TERRARIUM,3,2.79,8.37,02/06/2024 13:25,716709858,19181-199149
9645808,PORTABLE BLUETOOTH SPEAKER,3,17.99,53.97,02/06/2024 13:30,711575058,19477-199486
7902691,PORTABLE BLUETOOTH SPEAKER,2,17.99,35.98,02/06/2024 13:35,717457008,32524-137762
5936851,ECO-FRIENDLY BAMBOO TOOTHBRUSH,1,0.75,0.75,02/06/2024 13:40,713043183,33703-11378
3897654,TRAVEL BACKPACK,2,11.99,23.98,02/06/2024 13:45,708245808,79541-101961
4715410,FRUIT SALAD,2,1.29,2.58,02/06/2024 13:50,715340733,15587-155544
2765911,HIGH QUALITY COFFEE BEANS,2,1.79,3.58,02/06/2024 13:55,788960658,19168-178224
1233264,SMART WATCH FITNESS TRACKER,2,32.99,65.98,02/06/2024 14:00,710643183,11306-103887
8917032,AROMATHERAPY DIFFUSER,2,3.49,6.98,02/06/2024 14:05,795920358,34266-16994
8824884,REUSABLE GROCERY BAGS,1,1.99,1.99,02/06/2024 14:10,708917133,3304-2764
1181803,SHORT NIKE M,3,2.0,6.0,02/06/2024 14:15,778943883,19455-193146
7501873,ORGANIC HONEY,3,1.49,4.47,02/06/2024 14:20,771215583,72919-95394
6339985,BLUE COAT RACK PARIS FASHION,2,22.29,44.58,02/06/2024 14:25,787489083,10564-100526
3868790,SHORT NIKE M,2,2.0,4.0,02/06/2024 14:30,720260433,35049-96281
5065012,SMART WATCH FITNESS TRACKER,3,32.99,98.97,02/06/2024 14:35,715174158,33336-18216
7192128,ECO-FRIENDLY BAMBOO TOOTHBRUSH,3,0.75,2.25,02/06/2024 14:40,721167783,7814-69760
